scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,4,0.030518,0.298550,0.0000,0,95.50,95.50,-1.00,0.0
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,5,0.508307,2.736186,13.4667,0,100.50,100.50,420.10,0.0
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,6,0.627769,3.133289,15.1333,0,100.50,110.50,400.10,0.0
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,7,0.056130,0.834770,0.0000,0,110.50,110.50,375.10,0.0
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,8,0.064465,0.972614,0.8667,0,100.50,110.50,235.10,0.0
ttu,v10,10,3,worst,kill,-1.00,0,30.000,5,9,0.015012,0.175398,0.0000,0,85.50,85.50,-1.00,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,0,0.023119,0.193611,0.0000,0,90.50,110.50,-1.00,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,1,0.040704,0.182397,0.0000,0,90.50,90.50,-1.00,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,2,0.075666,0.913404,0.5667,0,90.50,90.50,385.10,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,3,0.092938,0.850810,0.9333,0,90.50,90.50,320.10,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,4,0.029709,0.372205,0.0000,0,90.50,90.50,-1.00,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,5,0.145453,2.137507,2.5667,0,100.50,100.50,430.10,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,6,0.606260,3.245486,15.1333,0,85.50,85.50,390.10,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,7,0.581233,3.029576,14.4333,0,85.50,85.50,405.10,0.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,8,7.401093,39.302210,61.0333,676,85.50,85.50,0.00,8505.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,9,2.558619,16.235346,31.7000,445,85.50,85.50,0.00,5210.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,10,169650.081511,523892.552163,99.0000,2922,-1.00,-1.00,0.00,29655.0
rm,v10,12,3,worst,kill,-1.00,0,30.000,11992,11,408.974655,7733.650085,18.9000,476,-1.00,-1.00,0.00,5025.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,0,0.018840,0.182397,0.0000,0,90.50,90.50,-1.00,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,1,0.031535,0.182397,0.0000,0,90.50,90.50,-1.00,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,2,0.060111,0.814939,0.0000,0,90.50,90.50,385.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,3,0.096483,0.911867,0.9667,0,90.50,100.50,270.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,4,0.031640,0.402594,0.0000,0,90.50,100.50,425.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,5,0.111368,1.505968,2.0000,0,90.50,100.50,-1.00,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,6,0.429499,2.291013,11.2333,0,85.50,85.50,435.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,7,0.405270,2.114214,10.5667,0,85.50,85.50,435.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,8,0.192668,1.631558,4.2000,0,85.50,85.50,340.10,0.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,9,489132.496682,1984304.629958,84.4667,2469,-1.00,-1.00,0.00,25045.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,10,169650.081511,523892.552163,99.0000,2922,-1.00,-1.00,0.00,29655.0
prm,v10,12,3,worst,kill,-1.00,0,30.000,8994,11,408.974655,7733.650085,18.9000,476,-1.00,-1.00,0.00,5025.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,0,0.023119,0.193611,0.0000,0,90.50,110.50,-1.00,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,1,0.040704,0.182397,0.0000,0,90.50,90.50,-1.00,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,2,0.075666,0.913404,0.5667,0,90.50,90.50,385.10,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,3,0.092938,0.850810,0.9333,0,90.50,90.50,320.10,0.0
